t/AU/n,['town']
sp/eI/t,['spate']
kr/oU/znest,"[""crow's-nest""]"
k/Oi/,['coy']
sp/eI/n,['spain']
sp/eI/k,['spake']
sp/eI/d,['spade']
sp/eI/s,['space']
t/I/lt,['tilt']
vAlwA,['valois']
/tS/A/rt,['chart']
dr/E/st,['drest']
b/E/S/t,['besht']
t/&/ks,['tax']
t/&/kt,['tact']
/E/rg,['erg']
r/A/lf,"['rolfe', 'rolph', 'rolf']"
st/@/nt,['stunt']
haz/@/nt,"[""hasn't""]"
/Z/A/k,['jacques']
/Z/A/n,['jeanne']
v/E/t,['vet']
sp/aI/rd,['spired']
pl/E/bz,['plebs']
v/E/l,['vel']
sp/aI/rz,['spires']
sw/O/rm,['swarm']
/U/ps,['oops']
sw/O/rf,['swarf']
sw/O/rd,['sward']
p/j/eI/nwAr,['pied_noir']
d/@/lAnWA,['delannoy']
k/@/r/tS/,"['kirch', 'curch']"
ArmpArl/A/Nt,['armes_parlantes']
p/E/t,['pet']
sp/eI/l,['spale']
g/I/bd,['gibbed']
g/I/bz,['gibbs']
d/i/l,"['diehl', 'deal', 'deil']"
h/A/bz,"['hobbs', 'hobbes']"
g/O/r/dZ/,['gorge']
d/&/S/t,['dashed']
d/i/n,"['dean', 'dene']"
l/&/N/,['lang']
fr/A/NswA,['francois']
n/A/ks,['knox']
/&/N,['ain']
h/@/rs,['hearse']
h/@/rt,['hurt']
h/@/rz,['hers']
b/oU/d/j/n,['bodine']
h/@/rd,"['heard', 'herd', 'hurd']"
k/i/k/j/,['kikai']
mArk/A/NtWAn,['marc_antoine']
h/@/rl,"['herl', 'hurl']"
h/@/rm,['herm']
h/@/rn,"['hearne', 'herne', 'hearn', 'hern', ""her'n""]"
tr/I/st,['tryst']
/&/n,['ann']
/&/l,['al']
/&/m,['am']
kw/A/S/,['quash']
/&/f,['aff']
/&/d,"['add', 'ad']"
d/I/S/t,['dished']
spl/@/r/dZ/,['splurge']
/&/z,['as']
p/E/n,"['penn', 'pen']"
/&/s,['ass']
k/u/l/T/,['coolth']
p/oU/,"['pow', 'poe', 'pau']"
sk/A/t,"['scot', 'scott', 'skat']"
m/I/tS/,['miche']
sp/oU/d,['spode']
d/@/mp,['dump']
fl/oU/,"['flow', 'flo', 'floe']"
t/I/p,['tip']
k/@/rb,"['curb', 'kerb']"
t/I/t,['tit']
sp/oU/k,['spoke']
t/I/v,['tiv']
t/I/k,"['tick', 'tic']"
sp/oU/r,['spore']
t/I/n,['tin']
p/@/N/,['pung']
t/I/f,['tiff']
t/I/g,['tyg']
h/aI/t/T/,['heighth']
/tS/I/ps,['chips']
k/@/rn,"['cairn', 'curn', 'kirn', 'kurn', 'kern']"
/&/sk,['ask']
t/E/n/T/,['tenth']
mA/j/Ar,['maillart']
/S/WAZ/y/l,['choiseul']
sp/oU/rts,['sports']
b/eI/ts,['bates']
h/i/rzhou,"[""here's_how""]"
m/I/s,['miss']
m/I/t,['mitt']
m/I/z,['ms']
m/I/b,['mib']
/S/Arl/eI/dwAr,['charles_\x83douard']
m/I/d,['mid']
m/I/g,['mig']
m/I/f,['miff']
m/I/k,['mick']
m/I/m,['mim']
m/I/l,"['mill', 'mil']"
p/E/nt,['pent']
g/@/ts,['guts']
pl/E/z,['pleas']
br/I/t,['brit']
br/I/k,['brick']
p/E/nd,['pend']
br/I/m,['brim']
br/I/l,['brill']
pl/E/d,['pled']
br/I/g,['brig']
pl/E/b,['pleb']
s/I/n,['sin']
s/I/m,['sim']
s/I/l,['sill']
s/I/k,"['sic', 'sick']"
s/I/f,['syph']
s/I/d,"['sid', 'cid', 'syd', 'cyd']"
s/I/b,['sib']
/I/n/tS/,['inch']
b/@/sk,['busk']
s/I/v,['sieve']
s/I/t,['sit']
s/I/s,['sis']
s/I/p,['sip']
k/A/S/,['cosh']
w/E/t,"['whet', 'wet']"
w/E/s,['wes']
w/E/p,['wakayama']
w/E/n,"['when', 'wen']"
w/E/l,['well']
sl/u/T/,['sleuth']
w/E/d,['wed']
w/E/b,"['webb', 'web']"
/S/oU/,['shew']
sw/A/t,"['swat', 'swot']"
t/aI/D/,['tithe']
b/j/u/t,"['butte', 'beaut', 'bute']"
s/i/p,['seep']
l/&/S/,['lash']
/tS/ukwilzwid/oU/,"[""chuck-will's-widow""]"
g/j/u/lz,['gules']
tw/aI/n,['twine']
t/E/tS/t,['tetched']
wot/@/r,"[""whate'er""]"
sn/u/l,['snool']
/dZ/&/l,['jal']
sn/u/k,['snook']
sn/u/d,['snood']
d/E/p/T/,['depth']
sn/u/z,['snooze']
f/I/ks,['fix']
sn/u/t,['snoot']
sn/u/p,['snoop']
b/&/bz,['babs']
f/&/t,['fat']
b/E/v,['bev']
l/i/st,['least']
w/oU/r,['wore']
f/&/d,['fad']
f/&/g,['fag']
sw/A/T/,['swath']
t/A/S/,['tosh']
f/&/n,['fan']
/i/,['e']
b/E/dz,['beds']
dr/u/,['drew']
w/@/r/T/,['worth']
dr/E/sWAr,"['dressoir', 'dressoirs']"
st/aI/,"['stye', 'sty']"
pr/oU/,['pro']
str/O/,['straw']
spr/eI/n,['sprain']
p/@/r/dZ/,['purge']
skw/I/z,['squiz']
kr/aI/st,['christ']
skw/I/t,['squit']
skw/I/l,['squill']
skw/I/d,['squid']
skw/I/b,['squib']
t/ju/n/@/p,['tune-up']
r/aI/,"['rye', 'rij', 'wry']"
r/O/T/,['wroth']
st/A/n/tS/,['staunch']
h/Oi/,['hoy']
w/&/N/k,['wank']
k/u/tS/,"['cootch', 'cooch']"
kw/E/n/tS/,['quench']
/S/O/,"['pshaw', 'shaw']"
sl/eI/v,['slave']
tAnAnAr/i/v,['tananarive']
l/E/tS/,['letch']
f/U/lk,['fulke']
/tS/@/mp,['chump']
/tS/j/enl/U/N/,"[""ch'ien_lung""]"
kw/eI/nt,['quaint']
/tS/eI/f,['chafe']
l/I/sts,['lists']
kl/&/spt,['claspt']
/D/A/l,['dhal']
t/I/l/T/,['tilth']
m/@/n/T/,['month']
kl/@/ts,['klutz']
p/aI/nt,['pint']
fr/@/mp,['frump']
v/@/r/dZ/,['verge']
p/aI/nz,['pines']
k/A/ks,['cox']
bl/A/N,"['blancs', 'blanc']"
s/E/pt,['sept']
s/E/ps,['seps']
t/O/r/tS/,['torch']
sp/oU/rt,['sport']
bl/A/k,"['bloc', 'bloch', 'block']"
t/I/nt,['tint']
bl/A/b,['blob']
bl/A/t,['blot']
t/I/nd,['tinned']
fl/&/sk,['flask']
h/A/tS/,['hotch']
p/i/ps,['pepys']
k/u/dese,"[""coups_d'essai"", ""coup_d'essai""]"
g/O/N/,['gong']
fr/AU/,['frau']
m/A/r/dZ/,['marge']
/oU/T/,['oath']
ant,"[""amn't"", ""an't""]"
k/&/lb,['kalb']
w/O/rvz,['wharves']
sl/@/r,['slur']
k/&/lk,"['khalq', 'calque']"
sl/@/t,['slut']
st/A/r/tS/,['starch']
/U/rd,['urd']
sl/@/m,['slum']
l/i/z/j/O,['lisieux']
sl/@/b,['slub']
sl/@/g,['slug']
sl/@/f,['sluff']
gl/&/ns,['glance']
s/aI/zd,['sized']
gl/&/nz,['glans']
vr/I/l,['vrille']
gl/&/nd,['gland']
r/O/ss,['rouse']
r/O/st,['rost']
h/U/ft,['hoofed']
s/j/y/r,['sieur']
n/i/dz,['needs']
f/&/st,['fast']
sp/u/k,['spook']
sp/u/n,['spoon']
sp/u/l,['spool']
pwaNdespr/i/,"[""point_d'esprit""]"
sp/u/f,['spoof']
m/A/rz,['mars']
l/A/ks,"['lox', 'lawks']"
m/A/rt,['mart']
/tS/u/,['chew']
m/A/rv,['marv']
r/eI/Z/An,['rejane']
m/A/rs,['marse']
m/A/rl,['marl']
b/@/rnt,['burnt']
m/A/rn,['marne']
m/i/r,"['mear', 'mere', 'mir', 'meer']"
m/A/rk,"['marque', 'marc', 'mark']"
l/i/Nns,['lins']
b/@/rnz,"['byrnes', 'burns']"
g/O/d,['gaud']
g/O/k,['gawk']
g/O/l,"['gall', 'gaul']"
g/O/n,"['gone', 'gaughan']"
g/O/s,['gosse']
g/O/r,['gor']
g/O/t,['ghat']
tr/O/mp,['tromp']
g/O/z,['gauze']
gl/eI/zd,['glazed']
k/O/rnd,['corned']
tr/E/t,['tret']
z/A/r,"['tsar', 'saar', 'czar', 'tzar']"
huntsm/@/nzkup,"[""huntsman's-cup""]"
/tS/@/N/k,['chunk']
/I/ts,['its']
its,"[""it's""]"
bl/AU/zd,"['blowsed', 'blowzed']"
h/A/rdz,['hards']
skr/u/p,['scroop']
s/eI/lz,['sales']
trw/A/,['trois']
gl/@/m,['glum']
/I/n/dZ/,['inge']
t/aI/ts,['tights']
kr/aI/nd,['crined']
s/i/d,"['cede', 'seed']"
r/i/v,"['reive', 'reave', 'reeve']"
s/i/,"['c', 'see', 'si', 'sea']"
r/i/r,['rear']
r/i/s,['riis']
p/AU/tS/,['pouch']
r/i/l,"['riel', 'reel', 'rille']"
r/i/m,"['ream', 'reem']"
r/i/k,"['reek', 'wreak']"
r/i/f,"['reif', 'reef']"
r/i/g,['rigg']
r/i/d,"['read', 'reade', 'reed', 'reid', 'rede']"
gr/eI/d,['grade']
gr/eI/n,['grain']
gr/eI/l,['grail']
gr/eI/s,"['grace', 'grayce']"
gr/eI/p,"['graip', 'grape']"
gr/eI/v,['grave']
gr/eI/t,"['grate', 'great']"
gr/eI/z,['graze']
g/@/rt,"['girt', 'gert']"
gr/u/v,['groove']
gr/u/p,['group']
gr/u/m,"['groom', 'grume']"
g/@/rd,"['gird', 'gerd']"
k/I/T/,['kith']
g/@/rl,['girl']
g/@/rn,['girn']
/tS/@/rn,['churn']
/tS/@/rl,['churl']
/tS/@/rm,['chirm']
/tS/@/rk,['chirk']
m/oU/st,"['most', 'moste']"
/tS/@/rt,['chert']
/tS/@/rp,['chirp']
sp/I/v,['spiv']
sp/I/t,['spit']
Al/j/eI/,['allier']
Ag/oU/S/,['a_gauche']
/eI/sk,"['yeisk', 'eisk', 'eysk']"
sp/I/l,['spill']
sp/I/k,"['spic', 'spick', 'spik']"
br/@/nt,['brunt']
sp/A/k,"['spaak', 'spock']"
h/O/z,['hawse']
h/O/g,"['hog', 'hogg']"
h/O/l,"['haul', 'hall']"
h/O/m,['halm']
sp/A/r,['spar']
h/O/k,['hawk']
AdAmAr,['hadamard']
s/E/mz,['semmes']
spl/eI/,['splay']
p/S/p/&/S/,['pish-pash']
lets,"[""let's""]"
kl/eI/,"['clay', 'klee']"
lAr/u/s,['larousse']
z/u/m,['zoom']
z/u/s,['zeus']
p/@/mp,['pump']
r/E/k,"['reck', 'wreck']"
r/E/n,"['rennes', 'wren']"
r/E/m,['rem']
r/E/b,['reb']
kw/E/st,['quest']
r/E/f,['ref']
r/E/d,"['red', 'redd']"
r/E/p,['repp']
r/E/v,['rev']
r/E/t,['ret']
k/&/S/,"['cache', 'cash']"
b/u/,['boo']
/I/tS/,['itch']
nAnA,['nana']
kn/i/s,['knies']
v/@/rd?nt,['verdant']
sp/@/N/k,['spunk']
kr/@/n/tS/,['crunch']
h/@/rb,['herb']
r/E/tS/,['retch']
w/I/d/T/,['width']
gr/I/st,['grist']
t/@/tS/t,['touched']
l/u/pt,['looped']
br/A/mz,['brahms']
/S/r/aI/v,['shrive']
s/i/r,"['sear', 'cere', 'sere', 'ser', 'cyr']"
h/@/,['huh']
drAm,['drame']
sl/aI/d,['slide']
bent/dZ/ub/A/l,"[""bent_j'beil""]"
sl/aI/m,['slime']
g/eI/ps,['gapes']
/A/lst,['aalst']
sl/aI/t,"['sleight', 'slight']"
br/@/sk,['brusque']
sl/aI/p,['slype']
sl/aI/s,['slice']
h/oU/st,['host']
k/j/u/,"['kew', 'q', 'cue', 'queue']"
pr/u/,"['pru', 'prue']"
/dZ/u/t,['jute']
str/AU/s,"['straus', 'strauss']"
sw/oU/ln,['swoln']
str/AU/d,['stroud']
/@/klok,"[""o'clock""]"
/&/b,"['abb', 'ab']"
br/&/nd,['brand']
br/&/nz,['brans']
/S/r/aI/k,['shrike']
br/&/nt,"['brant', 'brandt']"
vl/&/d,['vlad']
/i/st,"['east', 'eist']"
h/A/N/k,['honk']
tr/@/N/k,['trunk']
sw/&/N/k,['swank']
k/I/k,['kick']
/I/ks,['ickx']
skw/I/nt,['squint']
/dZ/u/d,['jude']
/T/r/@/st,['thrust']
p/i/rt,['peart']
p/i/rs,"['pierce', 'peerce']"
bl/aI/ndmanzbuf,"[""blindman's_buff""]"
v/A/v,['vav']
v/A/t,['waadt']
hmm,"[""h'm""]"
s/eI/st,['sayst']
v/&/n,['van']
v/A/l,"['vaal', 'waal']"
/&/lb,['alb']
d/E/d,['dead']
d/E/f,['deaf']
d/E/b,['deb']
d/E/l,"['del', 'dell']"
naNp/O/rt,"[""n'importe""]"
d/E/n,['den']
d/E/k,['deck']
d/E/t,['debt']
d/E/r,['der']
sm/oU/t,['smote']
k/&/nd,['canned']
sm/oU/k,['smoke']
k/&/nt,['kant']
l/O/,"['law', 'la']"
g/@/md,['gummed']
g/@/mp,['gump']
ked/O/rse,"[""quai_d'orsay""]"
p/aI/,"['pi', 'pie', 'pye']"
/oU/f,['oaf']
/oU/d,"['aude', 'ode']"
/oU/b,['aube']
/oU/n,['own']
/oU/m,"['ohm', 'aum']"
/oU/k,"['oak', 'oke']"
/oU/t,['oat']
/oU/r,"['oar', ""o'er""]"
/oU/p,['ope']
mA/j/A/Ns,['mayence']
r/u/nd,['runed']
r/&/sp,['rasp']
Am/i/,"['ami', 'amie', 'amies', 'amis']"
k/O/rvz,['corves']
vAn/j/eI/,['vanier']
gr/A/ss,['grosse']
br/E/t,['brett']
kl/U/k,['kluck']
dwAn,['douane']
n/j/u/k,['neuk']
gr/oU/vz,['groves']
l/@/ks,"['lux', 'luks']"
bl/AU/,['blaeu']
devilztu/N/,"[""devil's-tongue""]"
v/E/,['ve']
k/A/s,['kas']
/E/dgAr,['edgard']
br/E/d,"['bred', 'bread']"
r/@/ft,['ruffed']
t/I/l,"['til', 'till']"
k/E/b,['keb']
k/oU/m,['comb']
/dZ/aI/N/,['gyaing']
f/@/N/k,['funk']
str/eI/n/dZ/,['strange']
pontl/@/vek,"[""pont_l'eveque""]"
tr/aI/t,['trite']
m/O/lt,['malt']
tr/aI/p,['tripe']
tr/aI/s,['trice']
tr/@/nt,['triunitarian']
s/eI/nt,['saint']
tr/aI/d,['tried']
kAl/oU/,['callot']
tr/aI/b,['tribe']
tr/aI/n,['trine']
z/I/N/,['zing']
tw/i/,['twee']
fl/i/m,['fleam']
fl/i/s,['fleece']
fl/i/r,['fleer']
fl/i/t,['fleet']
r/&/S/,['rash']
v/aI/,['vie']
/E/tS/,['etch']
vAls,['valse']
w/u/nd,['wound']
k/@/S/,['cush']
m/@/lkt,['mulct']
t/oU/ld,['told']
skl/E/nt,"['sclent', 'sklent']"
gr/I/ls,['grilse']
r/E/n/tS/,['wrench']
k/u/pt,['couped']
k/O/rkt,['corked']
/E/rnst,['ernst']
k/&/sk,"['casque', 'cask']"
/&/sp,['asp']
/dZ/@/mp,['jump']
n/O/tS/,['nautch']
m/&/T/,['math']
h/@/S/,['hush']
/T/@/mp,['thump']
d/oU/lt,['dolt']
rA/u/l,['raoul']
kw/I/k,['quick']
k/O/f,"['qoph', 'koph', 'cough']"
kw/I/l,['quill']
kw/I/n,"['quin', 'quinn']"
k/O/l,"['call', 'caul']"
kr/eI/zd,['crazed']
k/O/k,"['calk', 'caulk']"
kw/I/f,['quiff']
k/O/t,['caught']
kw/I/z,['quiz']
k/O/s,['cos']
k/O/r,['cor']
kw/I/p,['quip']
s/E/ks,['sex']
kw/I/t,['quit']
k/O/z,['cause']
f/u/l,['fool']
str/I/N/d,['stringed']
f/u/d,['food']
g/oU/st,['ghost']
t/S/A/,['cha']
p/S/,['pish']
t/&/ps,['taps']
sl/oU/k,['sloke']
sl/oU/n,"['sloan', 'sloane']"
sl/oU/p,['slope']
kats/aI/,"[""cat's-eye""]"
sl/oU/t,"['sloat', 'slote']"
h/@/rst,"['hearst', 'hurst']"
h/eI/st,['haste']
k/i/t,"['keet', 'keat']"
k/i/s,['kies']
k/i/r,"['keir', 'kier']"
k/i/p,['keep']
s/I/n/dZ/,['singe']
dr/U/g,['drug']
k/i/d,['keyed']
k/i/n,"['keen', 'kean', 'kiehn', 'keene']"
k/i/l,"['keel', 'kiel']"
k/i/k,['keek']
kr/eI/,"['cray', 'creagh', 'creil']"
m/@/r/dZ/,['merge']
sp/j/u/m,['spume']
s/I/N/,"['sing', 'synge']"
dr/Oi/ts,['droits']
/j/U/N/,['jung']
gr/&/ft,['graft']
k/&/tS/,['catch']
pr/O/N/,['prong']
k/oU/ts,['coates']
g/eI/VArt,['gevaert']
p/@/r/S/,['perche']
l/AU/T/,['louth']
l/E/nt,"['leant', 'lent']"
l/E/nz,['lens']
l/E/nd,['lend']
s/oU/l,"['sole', 'sol', 'soul']"
/S/i/ld,['shield']
s/oU/n,"['sewn', 'soane', 'sone']"
st/O/rksbil,"[""stork's-bill""]"
s/oU/k,"['soke', 'soak']"
l/&/ps,['lapse']
pr/&/N/k,['prank']
m/O/NpArnAs,['montparnasse']
s/oU/p,['soap']
s/oU/r,"['sore', 'soar']"
h/&/v,"['halve', 'have']"
w/aI/lz,['whiles']
fr/I/ts,"['fritz', 'frits']"
Al/E/p,['alep']
h/&/p,['hap']
h/&/z,['has']
h/&/g,['hag']
h/&/f,['half']
h/&/d,['had']
h/&/m,['ham']
h/&/l,['hal']
h/&/k,"['haack', 'hack']"
gr/i/i/,['graeae']
fr/A/S/,['frosh']
kAZAk,['casaque']
/A/tst,['oughtst']
spr/AU/t,['sprout']
/j/eI/ts,['yeats']
pl/A/t,['plot']
z/aI/,['xi']
loidz,"[""lloyd's""]"
/T/r/@/m,['thrum']
/I/mp,['imp']
n/E/kst,['next']
/i/m,['eme']
/i/l,['eel']
/i/n,"[""e'en""]"
pl/oU/,['pleau']
/i/k,['eke']
g/@/N/k,['gunk']
v/oU/lt,['volt']
/i/z,['ease']
/i/t,['eat']
/i/v,"['yves', 'eave', 'eve']"
/i/r,['ear']
b/aI/nd,['bind']
g/U/k,['gook']
s/I/ks,['six']
p/E/ns,['pence']
g/U/d,['good']
l/A/r/dZ/,['large']
d/O/rm,['dorm']
sArt,['sarthe']
d/O/rp,['dorp']
d/O/rs,['dorse']
d/O/rt,['dort']
/dZ/@/N/k,['junk']
/j/E/zd,['yezd']
sl/&/tS/,['slatch']
k/Oi/p,"['kuyp', 'cuyp']"
k/Oi/r,['coir']
/Z/Ar/i/,['jarry']
l/O/tA/Z/,"[""l'otage""]"
r/E/ks,['rex']
k/Oi/l,['coil']
k/Oi/n,"['coign', 'coin', 'coigne', 'quoin']"
h/&/dst,['hadst']
spr/I/t,['sprit']
fr/I/S/,['frisch']
br/A/N/ks,['bronx']
spr/I/g,['sprig']
sm/@/r/tS/,['smirch']
it/@/d,"[""it'd""]"
bArt/u/,['barthou']
it/@/l,"[""it'll""]"
ps,['passel']
l/AU/n/dZ/,['lounge']
str/eI/,['stray']
t/E/n/tS/,['tench']
sw/oU/r,['swore']
z/E/d,['zed']
lw/O/f,['lwoff']
bl/eI/md,['blamed']
z/E/n,['zen']
kw/I/lt,['quilt']
w/i/mz,"['weems', 'wemyss']"
sl/i/k,['sleek']
gr/oU/ts,['groats']
/S/U/s,['schuss']
/S/U/r,['sure']
fr/I/n/dZ/,['fringe']
/D/&/n,['than']
sl/i/z,['sleaze']
/S/U/d,['should']
/S/U/g,['sug']
d/I/S/,['dish']
w/j/S/,['wyche']
/S/U/l,"['shul', 'schul']"
sl/i/p,['sleep']
sl/i/v,"['sleave', 'sleeve']"
sn/i/r,['sneer']
/S/U/k,['shook']
s/i/N/,['singh']
d/@/ks,['dux']
d/@/kt,['duct']
fr/&/n,['fran']
fr/&/g,['frag']
sn/i/k,['sneak']
fr/&/t,['frat']
fr/&/p,['frap']
k/A/s/j/,['kasai']
m/u/nd,['mooned']
gr/@/m,['grum']
f/A/nt,['font']
gr/@/b,['grub']
gr/@/f,['gruff']
f/A/nd,['fond']
gr/@/s,['grus']
/Z/@/mAp,['jemappes']
fl/E/n/tS/,['flench']
bl/aI/p,['blype']
sk/A/ns,['sconce']
bl/aI/t,['blight']
kv/A/nts,['quantz']
dalb/@/rt,"[""d'albert""]"
/dZ/I/lks,['gilkes']
/S/m/A/lts,['schmaltz']
sl/eI/,"['sleigh', 'sley', 'slay']"
/S/Ark/oU/,['charcot']
skr/i/n,['screen']
/S/Am/i/nAd,['chaminade']
t/oU/j/,['toy']
/S/n/A/N/,['chnang']
str/I/k,['strick']
str/aI/pt,['striped']
skw/aI/r,['squire']
fl/u/,"['flu', 'flue', 'flew']"
str/I/p,['strip']
bl/A/,['blah']
b/A/kst,['bakst']
fl/&/n/tS/,['flanch']
v/@/rs,['verse']
v/@/rv,['verve']
v/@/rt,['vert']
l/I/tS/,"['lich', 'lych']"
f/eI/nd,['feigned']
kl/AU/t,['clout']
v/@/rb,['verb']
kl/AU/n,['clown']
f/eI/nt,"['faint', 'feint']"
kl/AU/d,['cloud']
v/@/rl,['virl']
/dZ/AU/,['jow']
d/&/N/d,['danged']
d/&/N/k,['dank']
/tS/i/k,['cheek']
h/E/l/T/,['health']
sl/u/,"['slew', 'slue']"
w/I/D/,['with']
w/O/ld,"['wald', 'wold']"
b/@/t,"['but', 'butt']"
b/@/s,"['bus', 'buss']"
b/@/r,"['buhr', 'baer', 'bur', 'birr', 'bear', 'bare', 'burr']"
fr/I/dZ/,['fridge']
b/@/n,"['bun', 'bunn']"
b/@/m,['bum']
f/O/,['foh']
b/@/k,['buck']
b/@/g,['bug']
b/@/f,"['buffe', 'buff']"
w/O/lt,['walt']
b/@/d,"['bud', 'budd']"
b/@/b,['bub']
l/&/mp,['lamp']
kr/@/ks,['crux']
l/I/N/k,"['linc', 'link']"
v/j/v,['vaive']
/tS/A/r/dZ/,['charge']
fw/A/,['foix']
pr/AU/l,['prowl']
pr/AU/d,['proud']
b/j/u/l,['buhl']
sw/I/ft,['swift']
/S/m/I/t,['schmidt']
kr/O/,['craw']
n/A/tS/,['notch']
dr/u/k,['drouk']
m/I/kst,"['mixed', 'mixt']"
/T/r/u/,"['thro', 'through', 'threw']"
fr/eI/r,['freyr']
sk/@/lp,['sculp']
str/u/,['strew']
fr/eI/t,['freight']
tw/@/rl,['twirl']
fr/eI/z,"['phrase', 'fraze', 'fraise']"
sk/@/ld,['skuld']
tw/@/rp,"['twirp', 'twerp']"
k/E/dZ/,['kedge']
fr/eI/m,['frame']
fr/eI/l,['frail']
Av/j/O/N,"['avion', 'avions']"
kn/u/t,['knut']
t/O/N/,['tong']
v/&/lv,['valve']
h/eI/mz,['hames']
pr/I/m,['prim']
b/I/S/,['bish']
pr/I/n,['prynne']
d/oU/l,"['dol', 'dole', 'dhole']"
d/oU/m,['dome']
d/oU/n,['doane']
d/oU/b,['daube']
m/I/N/k,['mink']
d/oU/z,['doze']
d/oU/p,['dope']
d/oU/r,['door']
str/E/tS/,['stretch']
d/oU/t,"['doat', 'dote']"
b/i/,"['be', 'b', 'bea', 'bee']"
f/oU/ld,['fold']
pr/AU/,"['prow', 'prau', 'prao']"
/S/E/lvz,['shelves']
r/I/N/,"['ring', 'wring']"
kn/O/f,['knauf']
l/oU/vz,['loaves']
/A/rmd,['armed']
z/oU/g,['zog']
z/oU/n,['zone']
sm/aI/l,['smile']
r/i/D/z,['wreaths']
w/i/dz,['weeds']
g/Oi/,"['goi', 'goy']"
/I/l/T/,['ilth']
b/U/S/t,['bushed']
w/aI/nd,"['wind/v', 'wynd']"
t/Oi/lz,['toils']
m/E/d,['med']
kl/@/rk,['clerk']
d/I/N/,['ding']
k/A/mp,['comp']
k/A/mz,['combs']
/S/l/u/,['shluh']
pr/i/,['pre']
p/A/nz,['pons']
d/A/b,['dob']
d/A/d,['dodd']
d/A/f,['doff']
d/A/g,['dag']
p/A/ns,['ponce']
d/A/k,"['doc', 'dock']"
d/A/l,['doll']
d/A/m,['dom']
d/A/n,['don']
p/A/nt,['pont']
d/A/p,['dop']
d/A/s,['doss']
d/A/t,['dot']
kl/I/k,['click']
p/A/nd,['pond']
kr/u/p,['croup']
sl/O/,['slaw']
/&/nd,['and']
p/i/vd,['peeved']
sw/eI/m,['sveum']
sw/eI/l,['swale']
sw/eI/n,['swain']
/&/ns,['anse']
d/E/sk,['desk']
/&/nt,"['ant', 'aunt']"
r/eI/n/dZ/,['range']
k/@/ran,"[""qur'an""]"
/dZ/E/n,['gen']
/S/r/@/g,['shrug']
/S/r/@/b,['shrub']
p/E/st,['pest']
/dZ/E/l,"['gel', 'jell']"
pAn/j/@/,"['pagnes', 'pagne']"
w/aI/z,"[""why's"", 'wise']"
rAs/i/n,['racine']
w/aI/v,['wive']
dr/&/m,"['dram', 'drachm']"
w/aI/s,['weiss']
w/aI/r,['wire']
w/aI/p,['wipe']
w/aI/n,"['whine', 'wine']"
pt/A/,['ptah']
w/aI/l,"['wile', 'while', 'weill']"
w/aI/f,['wife']
w/aI/d,['wide']
k/A/N/,['kang']
dr/&/f,['draff']
/S/i/d,"[""she'd""]"
sp/I/ts,['spitz']
tr/&/s,['trass']
tr/&/p,['trap']
vwAtYr,['voiture']
tr/&/k,['track']
tr/&/m,['tram']
tr/&/d,['trad']
gAr/O/n,['garonne']
t/i/nz,['teens']
skw/i/l,['squeal']
g/I/g,['gig']
bl/aI/D/,"['blithe', 'blythe']"
b/A/mz,['bombes']
f/O/rbz,['forbes']
t/i/nd,['teind']
f/i/gl,['figl']
r/&/N/k,['rank']
/&/mt,['amt']
k/oU/rst,['coursed']
l/i/dz,['leeds']
m/&/s,['mass']
m/&/p,['map']
m/&/t,"['matt', 'matte', 'mat']"
m/&/k,['mac']
m/&/n,['man']
kn/I/S/,['knish']
m/&/b,['mab']
m/&/g,['mag']
m/&/d,['mad']
k/aI/b,['kibe']
k/aI/f,['kaif']
k/aI/k,['kike']
sw/I/tS/,['switch']
did/@/nt,"[""didn't""]"
k/aI/n,['kain']
k/aI/m,['chyme']
k/aI/l,"['kyle', 'chyle']"
k/aI/t,"['kite', 'kyte']"
d/u/p,['dupe']
d/u/r,['dur']
d/u/s,"['deuce', 'douce']"
m/&/dZ/,['madge']
sf/A/ks,['sfax']
d/u/d,['dude']
d/u/m,['doom']
d/u/n,"['doon', 'dune']"
d/u/k,"['duke', 'dook']"
sf/I/N/ks,['sphinx']
du/tS/m/@/nzbri/tS/iz,"[""dutchman's-breeches""]"
kl/O/D/z,['cloths']
b/Oi/,['boy']
kr/A/kt,['crocked']
/S/i/D/z,['sheaths']
bl/&/t,['blat']
bl/&/g,['blagg']
bl/&/b,['blab']
bl/&/k,['black']
b/@/kt,['bucked']
b/@/ks,['bucks']
/S/n/A/ps,"['shnaps', 'schnapps']"
vr/eI/ns,['vranes']
b/aI/k,['bike']
b/aI/l,['bile']
b/aI/n,['bine']
b/aI/d,['bide']
b/aI/r,['byre']
b/aI/s,"['buice', 'bice']"
b/aI/t,"['bite', 'bight', 'byte']"
d/I/pt,['dipt']
st/&/S/,['stash']
f/eI/ld,['failed']
sl/I/N/,['sling']
fArS/y/r,['farceur']
r/I/N/d,['ringed']
r/I/N/k,['rink']
br/i/tS/,"['breach', 'breech']"
bl/@/d,['blood']
bl/@/f,['bluff']
tr/&/mp,['tramp']
bl/@/b,['blub']
f/I/t,"['fytte', 'fit']"
f/I/k,"['fikh', 'fiqh']"
f/I/n,"['finn', 'fin', 'fionn']"
bl/@/r,"['blair', 'blare', 'blur']"
f/I/b,['fib']
fArS/y/Z,['farceuse']
f/I/g,['fig']
f/I/d,['fid']
w/I/tS/,"['witch', 'which']"
kw/O/rt,['quart']
l/&/ks,['lax']
